[(1.0, 2.0, 3.0), (1.0, 2.0, 4.0)]
[(1.0, 2.0), (1.0, 3.0)]
        - Testing with features [ 1 14 38] | Accuracy: %68.6
        - Testing with features [ 1 14 39] | Accuracy: %69.1
        - Testing with features [ 1 14 40] | Accuracy: %67.1
        - Testing with features [ 1 15 16] | Accuracy: %70.0
        - Testing with features [ 1 15 17] | Accuracy: %69.1
        - Testing with features [ 1 15 18] | Accuracy: %69.8
        - Testing with features [ 1 15 19] | Accuracy: %69.4
        - Testing with features [ 1 15 20] | Accuracy: %67.1
        - Testing with features [ 1 15 21] | Accuracy: %69.1
        - Testing with features [ 1 15 22] | Accuracy: %68.5
        - Testing with features [ 1 15 23] | Accuracy: %68.5
        - Testing with features [ 1 15 24] | Accuracy: %68.3
        - Testing with features [ 1 15 25] | Accuracy: %67.2
        - Testing with features [ 1 15 26] | Accuracy: %68.5
        - Testing with features [ 1 15 27] | Accuracy: %67.6
        - Testing with features [ 1 15 28] | Accuracy: %68.0
        - Testing with features [ 1 15 29] | Accuracy: %69.0
        - Testing with features [ 1 15 30] | Accuracy: %68.8
        - Testing with features [ 1 15 31] | Accuracy: %70.0
        - Testing with features [ 1 15 32] | Accuracy: %70.7
        - Testing with features [ 1 15 33] | Accuracy: %66.6
        - Testing with features [ 1 15 34] | Accuracy: %67.9
        - Testing with features [ 1 15 35] | Accuracy: %68.2
        - Testing with features [ 1 15 36] | Accuracy: %68.6
        - Testing with features [ 1 15 37] | Accuracy: %67.0
        - Testing with features [ 1 15 38] | Accuracy: %68.4
        - Testing with features [ 1 15 39] | Accuracy: %69.9
        - Testing with features [ 1 15 40] | Accuracy: %66.4
        - Testing with features [ 1 16 17] | Accuracy: %68.1
        - Testing with features [ 1 16 18] | Accuracy: %67.4
        - Testing with features [ 1 16 19] | Accuracy: %70.5
        - Testing with features [ 1 16 20] | Accuracy: %69.2
        - Testing with features [ 1 16 21] | Accuracy: %69.7
        - Testing with features [ 1 16 22] | Accuracy: %70.5
        - Testing with features [ 1 16 23] | Accuracy: %69.2
        - Testing with features [ 1 16 24] | Accuracy: %68.0
        - Testing with features [ 1 16 25] | Accuracy: %69.5
        - Testing with features [ 1 16 26] | Accuracy: %64.6
        - Testing with features [ 1 16 27] | Accuracy: %67.4
        - Testing with features [ 1 16 28] | Accuracy: %69.6
        - Testing with features [ 1 16 29] | Accuracy: %67.2
        - Testing with features [ 1 16 30] | Accuracy: %68.2
        - Testing with features [ 1 16 31] | Accuracy: %69.3
        - Testing with features [ 1 16 32] | Accuracy: %69.1
        - Testing with features [ 1 16 33] | Accuracy: %69.4
        - Testing with features [ 1 16 34] | Accuracy: %68.9
        - Testing with features [ 1 16 35] | Accuracy: %65.9
        - Testing with features [ 1 16 36] | Accuracy: %67.3
        - Testing with features [ 1 16 37] | Accuracy: %67.4
        - Testing with features [ 1 16 38] | Accuracy: %70.3
        - Testing with features [ 1 16 39] | Accuracy: %69.9
        - Testing with features [ 1 16 40] | Accuracy: %66.6
